url,label
http://www.mutuo.it,legitimate
http://www.shadetreetechnology.com/V4/validation/ba4b8bddd7958ecb8772c836c2969531,phishing
http://vamoaestudiarmedicina.blogspot.com/,legitimate
https://parade.com/425836/joshwigler/the-amazing-race-host-phil-keoghan-previews-the-season-27-premiere/,legitimate
https://www.astrologyonline.eu/Astro_MemoNew/Profilo.asp,legitimate
https://www.lifewire.com/tcp-port-21-818146,legitimate
https://technofizi.net/top-best-mp3-downloader-app-for-android-free-music-download/,legitimate
http://html.house/l7ceeid6.html,phishing
https://www.missfiga.com/,legitimate
http://wave.progressfilm.co.uk/time3/?logon=myposte,phishing
https://www.chiefarchitect.com/,legitimate
http://beta.kenaidanceta.com/postamok/d39a2/source,phishing
http://www.ktplasmachinery.com/cs/,phishing
http://www.2345daohang.com/,legitimate
http://www.game.co.uk/en/games/nintendo-switch/nintendo-switch/,legitimate
https://blog.hubspot.com/marketing/email-open-click-rate-benchmark,legitimate
http://batvrms.net/deliver/D2017HL/u.php,phishing
http://sophie-world.com/games/port-and-starboard,legitimate
http://support-appleld.com.secureupdate.duilawyeryork.com/ap/bb14d7ff1fcbf29?cmd=_update&dispatch=bb14d7ff1fcbf29bb&locale=_us,phishing
https://polarklimatsgserver.blogspot.com/,phishing
https://www.provenancevineyards.com/,legitimate
http://www.online-tech-tips.com/computer-tips/how-to-change-mac-address/,legitimate
http://secureupdate.appleld.com.duilawyeryork.com/ap/88b142e778d73f7,phishing
http://www.inbioma.pe/rechnung-376440790464490488&amp;cgi3-viewkontakt-376440790464490488-007acctpagetype-376440790464490488=4674720-&amp;info@s-und-s-shop.de.html,phishing
http://www.enkiquotes.com/,legitimate
http://mno.naomigoff.com/Apollo/bc28a52c2070ca93176244f59e1f19c6,phishing
http://xh167894743.el.r.appspot.com/,phishing
http://dichvuvnpt.com/home/components/com_user/bbtonline.html,phishing
https://answers.yahoo.com/question/index?qid=20060914152716AAZTOSo,legitimate
https://www.chiostrodelbramante.it/,legitimate
http://swallowthisbitchpics.com/jpg/www.global.visa.com/myca/oce/emea/action/request_type=un_Activation/visa.html,phishing
http://yummy-cummy-in-my-tummy.tumblr.com,legitimate
http://www.j-net.cn/cms,legitimate
http://press-preview.weebly.com,legitimate
http://realestateinvestordatabase.com/wp-content/plugins/portfolio-cpt/tax/login.php,phishing
http://vufd.hyperphp.com/amzn,phishing
http://www.courgeon-immobilier.fr/wp-content/uploads/2019/07/tpg/9ac6ba30463d0fb7974c06843717284c/,phishing
http://taccs.hu,legitimate
http://wiki.openstreetmap.org/wiki/Databases_and_data_access_APIs,legitimate
https://grassform-my.sharepoint.com/:b:/g/personal/accounts_grassform_co_uk/EYsmX_DhwSVAlooW1ETKf50BIChCl1rrAfmqvTLvySTLQQ?e=UbjoWA,phishing
https://www.merriam-webster.com/dictionary/tabloid,legitimate
http://hotmailsecure.brilliantbokeh.com/HotmailNEW/,phishing
https://www.bls.gov/oes/current/oes292035.htm,legitimate
http://vaportotal.net/catalog/language/english/product/special/index.php?cid=474fe1ba8fa8cfd26e81532c7baac4a1&amp;SSID=d2b816c9e8292c96546684e342c2e77cd27f39cf,phishing
https://www.123formbuilder.com/form-4850478/,phishing
https://sura.careervidi.com/mot?fg=Z4Nwk2pibWKclbF2k29kaHd1YKCWjJyepKZdaXy0j2lj/koenig-sandra@online.de,phishing
http://phan.thuchao.free.fr/Hao/YouTube/ba.htm,phishing
https://ru.wikipedia.org/wiki/MultiMedia_Card,legitimate
http://www.astroresidential.co.uk/application/data/,phishing
http://www.nakamistrad.com/aa/test.php,phishing
http://www.shadetreetechnology.com/V4/validation/44ccd8b487c7fe797dc775e919236002,phishing
http://searchnetworking.techtarget.com/tip/Comparisons-of-coaxial-cable-fiber-optic-cable-and-twisted-pair-cable,legitimate
https://sites.google.com/site/ilyasdxih,phishing
https://docs.google.com/forms/d/e/1FAIpQLSedi778KA_QpFW-6VseK02w_qghyAY4KrmhVAHDl-qBzUQytg/viewform,phishing
https://www.provenancevineyards.com/our-wines,legitimate
http://sharedpont77wwjxjx.df.r.appspot.com/wp-content/xp.php,phishing
http://support.brother.com/g/s/id/pdf_pub/faq/faq002478/en/Scan_To_FTP.pdf,legitimate
http://www.excel-easy.com/examples/shortest-path-problem.html,legitimate
https://mailserver67187.uc.r.appspot.com,phishing
http://www.storybookalpacas.com/account4/index2.html,phishing
https://storage.cloud.google.com/prprhrhprc.appspot.com/index.htm#oncall-infra@eqiom.com,phishing
http://stattrek.com/statistics/dictionary.aspx?definition=standard%20error,legitimate
http://www.flaticon.com/free-icons/parking_403,legitimate
http://www.bobsplans.com/FreeDownloads/RouterTable.pdf,legitimate
http://baghira-wupperwolf.de/images/banners/bbtonline/,phishing
https://en.wikipedia.org/wiki/NIC_Bank,legitimate
http://www.history.com/topics/american-civil-war/gettysburg-address,legitimate
http://izvilagkft.hu/wp-content/languages/.../redirect/com.htm,phishing
http://sloaneandhyde.com/drs/new2015/document.php/index.css,phishing
https://documentos.sfo2.digitaloceanspaces.com/ordem.html,phishing
http://remontka.pro/mac-address/,legitimate
http://www.motoincontroepoca.com/blog/profile/,phishing
https://en.wikipedia.org/wiki/Gateway,legitimate
http://elexusbettgiris4.blogspot.com,phishing
http://electricitypak.com/fakt/css/data/16/index.php,phishing
http://app66560000.blogspot.com/,phishing
https://twitter.com/mimosagrillclt,legitimate
http://www.calculate.co.il/,legitimate
http://marketinghelper.com.au/themes/sports/wp-content/net/555183669058fb273008595a9393d628/,phishing
http://www.whio.com/news/local/thief-breaks-into-save-lot-steals-steaks-dayton/dX1YgaOZ7zmj18bPd4tU6L/,legitimate
https://www.markspcsolution.com/,legitimate
https://www.mummyandmini.com/,legitimate
http://interimmanagement.uk.com/wp-includes/js/chronopost.fr/suivi/accueil/infos/ifram2.php?Code_Smserror_tapnovcodeSms,phishing
https://www.showplaceicon.com/Browsing/Cinemas/Details/8863,legitimate
http://securityxploded.com/router-password-kracker.php,legitimate
http://hidayat.uz/928375602332311ochttp3A2F2F2Fws2FISAPIdllFM2MContact26item3B14276952031324requestePPd3DwolandgioielliPPP26qidQ-jlc@amahousse.com.html,phishing
http://www.ilovefreesoftware.com/16/featured/5-best-free-network-packet-sniffer.html,legitimate
http://mne.edu.vn/wp-includes/Netflix/LoginID/index.php,phishing
https://apshop.vn/,legitimate
https://www.facebook.com/thekeyboardcat,legitimate
https://www.soul-flower.com/,legitimate
http://www.tech-faq.com/mms.html,legitimate
http://sniz.porn,legitimate
http://enerclim.com/cs/,phishing
http://www.inquirelive.co.uk/,legitimate
https://www.skecherstanio.pl/,phishing
https://www.wordnik.com/words/blackletter,legitimate
https://bit.ly/2E6D7J1,phishing
http://www.goepsa.com/Old%20Files/yahoo/IDCHECK.html,phishing
http://www.noithatchauau.vn/1./db/box/,phishing
https://www.gadgetzone.com.my/,legitimate
http://support-appleld.com.secureupdate.duilawyeryork.com/ap/78816aad8eccc21,phishing
http://98.126.214.77/ap/signin?openid.pape.max_auth_age=0&amp;openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;&amp;ref_=nav_em_hd_clc_signin,phishing
http://ru.dictionarist.com/iconoclast,legitimate
http://smallbusiness.chron.com/enabling-google-chrome-menu-bar-78783.html,legitimate
http://www.aegisit.net/dhl/DHL%20REVENGE%20BY%20ALIBOBO/,phishing
https://coderwall.com/p/kvzbpa/don-t-use-array-foreach-use-for-instead,legitimate
http://afriquelemou.free.fr/templates/rhuk_milkyway/sdnconconsadf.html,phishing
http://www.wealthdaily.com/articles/nokia-stock/2147,legitimate
https://www.emploi-petrole.com/,legitimate
https://www.lovetheedit.com/postnewo/www.dropbox.com/1223/e7728ac72ee30a7cca85feca45595c67,phishing
http://dic.academic.ru/dic.nsf/ruwiki/1425594,legitimate
http://www.biology4kids.com/files/cell2_activetran.html,legitimate
http://www.m9e4.com/labanquepostale.fr/service-mobile-pass/ac451/,phishing
http://union-companies.000webhostapp.com/,phishing
https://magalu-crediarioluiza.com/Produto_20203/produto.php?sku=1962067,phishing
https://drive.google.com/file/d/1u7ag3FepresW0JRZehtrU5hLGGltMq6P/view?usp=sharing/,phishing
http://poligrafiapias.com/Secured-adobe/2b078be1175659f354b82191320e7c51/,phishing
http://pay-pal-deutschland.zxc301.com/029188,phishing
